metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1790461899.756,elite,2697.5978856275,1776079278.6371,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1790250894,1790483154.5089,4145,socks5,72.195.34.42:4145,True,1105.076789856,128754,79673,61.774146343804,72.195.34.42
True,1790479343.0075,elite,2778.6155395874,1790078973.3203,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,Hetzner,True,Saxony,success,Europe/Berlin,08223,1790077228,1790483154.49,10807,socks5,49.13.22.249:10807,True,474.43628311157,3488,717,82.94887039239,49.13.22.249
True,1790483154.481,elite,9579.9486919392,1788051917.8957,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1790468604,1790483154.481,58096,http,174.138.165.210:58096,False,10613.799571991,1022,11346,8.2632600258732,174.138.165.210
True,1790483154.4233,transparent,5463.7420621718,1789615466.3236,AS138886 PT Data Buana Nusantara,DBN-AS-ID,Blitar,Asia,AS,Indonesia,ID,,True,PT DBN,-8.0982,112.165,False,,False,East Java,success,Asia/Jakarta,66126,1790217844,1790483154.4233,7777,http,202.58.75.98:7777,True,586.88044548035,1771,3896,31.251102876301,202.58.75.98
True,1790482584.074,elite,2760.892372519,1753100267.6565,AS21100 ROUTE 95 LLC,ITLDC-EU,Amsterdam,Europe,EU,The Netherlands,NL,,True,Route 95 LLC,52.3716,4.8883,False,Green Floid LLC,True,North Holland,success,Europe/Amsterdam,1012,1789901696,1790483154.276,1080,socks5,217.12.209.4:1080,True,68.640947341919,61562,113998,35.066074276601,217.12.209.4
True,1790483154.264,elite,7146.1960201216,1790349773.2633,AS30823 aurologic GmbH,AUROLOGIC,Ottobrunn,Europe,EU,Germany,DE,Unterbiberg,False,aurologic GmbH,48.0749,11.6529,False,Mos Operations GmbH,False,Bavaria,success,Europe/Berlin,85521,1790347677,1790483154.264,1080,socks5,45.135.148.90:1080,True,3020.174741745,404,604,40.079365079365,45.135.148.90
True,1790483154.2508,elite,7382.830615808,1790344418.4335,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790344421,1790483154.2508,12797,socks5,45.74.31.30:12797,True,3460.930109024,656,449,59.366515837104,45.74.31.30
True,1790483154.2423,elite,6497.6505745754,1789248222.5026,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790455163,1790483154.2423,4338,socks5,45.74.31.41:4338,True,9192.6300525665,3816,7790,32.879545062899,45.74.31.41
True,1790438950.3324,anonymous,1463.2211940909,1722429116.2306,AS4755 TATA Communications formerly VSNL is Leading ISP,TATACOMM-AS,Kolkata,Asia,AS,India,IN,,False,Tata Communications Limited,22.5643,88.3693,False,Tata Communications Limited,True,West Bengal,success,Asia/Kolkata,700001,1789992170,1790483154.2173,80,http,219.65.73.81:80,False,734.42888259888,515891,97680,84.080082011699,219.65.73.81
True,1790483108.3897,elite,6716.605424881,1789795392.6829,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790398187,1790483154.148,4597,socks5,45.74.31.23:4597,True,9285.1808071136,960,3194,23.110255175734,45.74.31.23
True,1790479727.6225,elite,516.9208543054,1790479727.6225,AS8193 Uzbektelekom Joint Stock Company,BRM-AS,Tashkent,Asia,AS,Uzbekistan,UZ,,True,"""Uzbektelekom"" Joint Stock Company",41.2615,69.2177,False,Uztelecom,False,Tashkent,success,Asia/Tashkent,,1790478261,1790483153.9771,3128,http,90.156.196.230:3128,True,719.69366073608,29,0,100.0,90.156.196.230
True,1790482306.7862,elite,2549.8015199389,1790481118.5463,AS31898 Oracle Corporation,ORACLE-BMC-31898,Marseille,Europe,EU,France,FR,,True,Oracle Corporation,43.297,5.3811,False,Oracle Cloud Infrastructure (eu-marseille-1),False,Provence,success,Europe/Paris,,1790478776,1790483153.9336,1081,socks5,129.151.232.60:1081,True,3125.8718967438,21,1,95.454545454545,129.151.232.60
True,1790483101.9121,elite,7752.2747613038,1789202253.7833,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790411441,1790483153.8593,12573,socks5,45.74.31.42:12573,True,3554.450750351,3859,7876,32.884533446954,45.74.31.42
True,1790482932.7159,elite,8451.7774919212,1789916922.0478,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789916075,1790483153.712,4043,socks5,45.74.31.30:4043,True,24762.533903122,827,2858,22.442333785617,45.74.31.30
True,1790483058.6692,elite,5471.7803839679,1790447425.8705,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446419,1790483153.668,8394,socks5,45.74.31.47:8394,True,4607.1491241455,220,104,67.901234567901,45.74.31.47
True,1790483153.6469,elite,1116.6631102761,1776081926.8012,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1789989752,1790483153.6469,4145,socks5,192.252.216.81:4145,True,912.04738616943,104344,84536,55.243540872512,192.252.216.81
True,1790483153.6131,elite,9260.8645155623,1790330975.7627,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1790330475,1790483153.6131,57210,http,174.138.161.190:57210,False,10775.89225769,185,561,24.798927613941,174.138.161.190
True,1790483047.6983,elite,4532.2316993367,1790435536.6226,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790434303,1790483153.5396,7496,socks5,45.74.31.22:7496,True,1050.0218868256,22,201,9.8654708520179,45.74.31.22
True,1790483153.5109,transparent,6203.7186386772,1745998733.4982,AS38511 PT Remala Abadi,TACHYON-AS-ID,East Jakarta,Asia,AS,Indonesia,ID,,False,PT Remala Abadi,-6.2454,106.8953,False,,True,Jakarta,success,Asia/Jakarta,13620,1790183822,1790483153.5109,8080,http,101.255.32.42:8080,False,7745.1701164246,25417,219185,10.391166057514,101.255.32.42
True,1790483153.4429,elite,2573.3119847594,1789533759.2233,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,Hetzner,True,Saxony,success,Europe/Berlin,08223,1790138401,1790483153.4429,10803,socks5,49.13.22.249:10803,True,1151.389837265,7847,2258,77.654626422563,49.13.22.249
True,1790483153.3779,elite,6171.176405514,1790426392.7642,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790425256,1790483153.3779,12893,socks5,45.74.31.41:12893,True,13599.670886993,255,209,54.956896551724,45.74.31.41
True,1790482727.7612,elite,1206.6932614662,1776079665.3499,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Performive LLC,34.0549,-118.243,False,Performive LLC,True,California,success,America/Los_Angeles,90009,1790083978,1790483153.3662,4145,socks5,107.152.98.5:4145,True,996.14834785461,82127,77378,51.488668066832,107.152.98.5
True,1790471839.3942,transparent,773.12821681755,1787586387.9225,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,False,Alibaba.com LLC,True,North West,success,Asia/Singapore,858877,1790005071,1790483153.3095,3128,http,43.98.172.166:3128,True,1408.4649085999,49980,1194,97.666783913706,43.98.172.166
True,1790482902.5688,elite,7057.4585361666,1710562871.9804,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,Jakarta,Asia,AS,Indonesia,ID,,False,PT. Telekomunikasi Indonesia,-6.18104,106.826,False,,True,Jakarta,success,Asia/Jakarta,,1790127461,1790483153.3084,8080,http,36.64.162.194:8080,False,7547.4123954773,75299,965640,7.233757213439,36.64.162.194
True,1790471013.5224,elite,297.26758798947,1780863509.4381,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Mountain View,North America,,United States,US,,True,Google LLC,37.4225,-122.085,False,Google LLC,True,California,success,America/Los_Angeles,94043,1789935674,1790483153.3063,443,http,34.43.46.91:443,True,1013.8819217682,96141,25762,78.866803934276,34.43.46.91
True,1790483153.2671,elite,3809.9548879041,1783228210.9855,AS139282 Novus Network,NOVUSNETWORK-AS-AP,Maijdi,Asia,AS,Bangladesh,BD,,False,Jagobd IT,22.8667,91.1,False,Jagobd IT Solutions,True,Chittagong,success,Asia/Dhaka,,1790403627,1790483153.2671,1081,socks5,103.136.106.5:1081,True,2187.8302097321,23515,64890,26.59917425485,103.136.106.5
True,1790482977.6138,elite,6576.6977667809,1790380946.1671,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790380953,1790483153.0602,9427,socks5,45.74.31.42:9427,True,3239.9158477783,144,431,25.04347826087,45.74.31.42
True,1790461619.3917,elite,2670.4342119967,1776079412.3624,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Baton Rouge,North America,,United States,US,,False,Cox Communications Inc.,30.4882,-91.1443,False,Cox Communications Inc.,True,Louisiana,success,America/Chicago,70805,1789990534,1790483153.0417,4145,socks5,174.64.199.82:4145,True,1088.6280536652,139443,81117,63.222252448313,174.64.199.82
True,1790482922.5588,elite,4554.23362865,1790475156.0078,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790474122,1790483153.0268,4310,socks5,45.74.31.22:4310,True,11090.850353241,43,25,63.235294117647,45.74.31.22
True,1790482980.9247,elite,11603.286727269,1790460630.935,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1790459982,1790483153.0215,37082,socks5,131.153.163.84:37082,True,5055.8841228485,15,111,11.904761904762,131.153.163.84
True,1790481441.2985,elite,9830.1992246938,1789678620.7168,AS207957 SERV.HOST GROUP LTD,ServHost-AS,Stockholm,Europe,EU,Sweden,SE,,True,SERV.HOST GROUP LTD,59.3327,18.0656,False,SERV.HOST GROUP LTD,True,Stockholm County,success,Europe/Stockholm,100 04,1790285990,1790483153.0186,1085,socks5,193.23.200.117:1085,True,11212.394237518,2590,4233,37.959841711857,193.23.200.117
True,1790483153.0163,elite,12753.892126711,1776086822.4133,AS133119 China Unicom IP network,UNICOM-CN,Chaowai,Asia,AS,China,CN,Chaoyang,True,China Unicom IP network,39.9715,116.49,False,21ViaNet,True,Beijing,success,Asia/Shanghai,,1790190392,1790483153.0163,44192,socks5,120.133.82.62:44192,True,6683.4666728973,1306,82430,1.5596637049775,120.133.82.62
True,1790482874.9554,elite,1115.3972686004,1776086970.4932,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,Fairlie-Poplar,True,Total Server Solutions L.L.C.,33.755,-84.3896,False,Divine Lighting,True,Georgia,success,America/New_York,30303,1789996527,1790483153.0024,4145,socks5,199.116.112.6:4145,True,884.83738899231,104241,84517,55.224679218894,199.116.112.6
True,1790482929.9643,elite,7538.5324284966,1790040496.9244,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790038786,1790483153.0008,15537,socks5,45.74.31.25:15537,True,4454.1790485382,701,2081,25.197699496765,45.74.31.25
True,1790364113.5512,elite,987.22943493228,1782744933.5652,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1790264196,1790483152.9973,1088,socks5,144.91.121.61:1088,True,2061.8808269501,216550,4820,97.822649862222,144.91.121.61
True,1790483152.9899,elite,6112.6817754377,1788104847.321,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789922538,1790483152.9899,30312,socks5,45.74.31.42:30312,True,3685.3423118591,1688,7690,17.999573469823,45.74.31.42
True,1790483152.9868,elite,9069.6071429021,1750612450.6022,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,North America,,United States,US,,True,Alibaba Cloud LLC,36.7783,-119.418,False,Alibaba Cloud - US,True,California,success,America/Los_Angeles,,1790110796,1790483152.9868,8888,socks5,47.251.87.74:8888,True,9170.6020832062,783,88896,0.87311410698157,47.251.87.74
True,1790483152.9816,elite,12883.023941541,1781059412.4791,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1790130685,1790483152.9816,9050,socks5,161.97.107.63:9050,True,15809.131622314,43588,105822,29.173415434041,161.97.107.63
True,1790483152.9763,elite,1201.4694861645,1776078526.3642,AS46562 Performive LLC,PERFORMIVE,Beverly Hills,North America,,United States,US,,False,Performive LLC,34.0624,-118.384,False,ZeroLag Communications,True,California,success,America/Los_Angeles,90211,1789922790,1790483152.9763,4145,socks5,199.102.106.94:4145,True,988.94906044006,83705,78390,51.639470680774,199.102.106.94
True,1790483152.9698,elite,4186.7053790616,1790145442.3725,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790144466,1790483152.9698,11005,socks5,45.74.31.50:11005,True,13212.493658066,1439,1309,52.365356622999,45.74.31.50
True,1790483152.9676,transparent,6011.1208797162,1765972288.8531,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Batam,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,1.1425,104.0125,False,PT Jaringan Kabel Nusantara,True,Riau Islands,success,Asia/Jakarta,29444,1790181656,1790483152.9676,8181,http,103.193.145.185:8181,False,13328.53102684,52160,296431,14.96309428528,103.193.145.185
True,1790483152.6048,elite,5098.2016840895,1790158312.7529,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790156577,1790483152.6048,10822,socks5,45.74.31.22:10822,True,6081.3822746277,1294,1412,47.819660014782,45.74.31.22
True,1790482750.7552,elite,6633.4623924109,1789558632.5667,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790159898,1790483152.4803,13783,socks5,45.74.31.22:13783,True,2382.2011947632,1666,4751,25.962287673368,45.74.31.22
True,1790481953.8908,elite,7261.4534671063,1789536902.8169,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790138732,1790483152.4464,9188,socks5,45.74.31.25:9188,True,7976.9158363342,2747,4619,37.292967689384,45.74.31.25
True,1790483025.7629,elite,2669.7557011589,1790465445.0928,AS36903 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,MT-MPLS,Rabat,Africa,AF,Morocco,MA,,False,ADSL Maroc telecom,34.0072,-6.8407,False,,False,Rabat-Salé-Kénitra,success,Africa/Casablanca,,1790461870,1790483152.4129,1088,http,196.75.167.165:1088,True,15163.905143738,122,16,88.405797101449,196.75.167.165
True,1790483152.3157,elite,8792.3817932718,1788321137.8016,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790198575,1790483152.3157,20899,socks5,45.74.31.30:20899,True,8560.28175354,2657,10814,19.723851235988,45.74.31.30
True,1790483101.6426,transparent,5957.044259961,1789017774.226,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Batam,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,1.1425,104.0125,False,PT Jaringan Kabel Nusantara,False,Riau Islands,success,Asia/Jakarta,29444,1790225761,1790483152.2446,8080,http,103.193.145.163:8080,False,3448.0698108673,2473,7244,25.450241844191,103.193.145.163
True,1790482992.6687,transparent,5819.4045835998,1789618885.8892,AS149667 PT Gading Bhakti Utama,IDNIC-GADING-NET-AS-ID,Bandung,Asia,AS,Indonesia,ID,,False,PT Gading Bhakti Utama,-6.92222,107.607,False,PT Gading Bhakti Utama,False,West Java,success,Asia/Jakarta,,1790222849,1790483152.2198,8080,http,103.184.56.146:8080,True,7754.7647953033,1486,3962,27.276064610866,103.184.56.146
True,1790483152.2176,elite,7210.7186813871,1789130300.7183,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790338756,1790483152.2176,13153,socks5,45.74.31.42:13153,True,3310.028553009,5723,8398,40.528291197507,45.74.31.42
True,1790483152.1879,elite,6460.0363246705,1789296035.0908,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789900499,1790483152.1879,4012,socks5,45.74.31.30:4012,True,3555.0312995911,1581,6638,19.235916778197,45.74.31.30
True,1790470670.1059,elite,572.83487449698,1790470670.1059,AS31898 Oracle Corporation,ORACLE-BMC-31898,Ashburn,North America,,United States,US,,True,Oracle Corporation,39.018,-77.539,False,Oracle Cloud Infrastructure (us-ashburn-1),False,Virginia,success,America/New_York,20147,1790469409,1790483151.9936,1080,socks5,129.153.11.56:1080,True,558.23183059692,147,0,100.0,129.153.11.56
True,1790483151.993,elite,3105.2731661221,1789786015.2344,AS5563 Ural Regional Net,URAL,Yekaterinburg,Europe,EU,Russia,RU,,False,"JSC ""ER-Telecom Holding""",56.8431,60.6454,False,Ekaset,False,Sverdlovsk Oblast,success,Asia/Yekaterinburg,620000,1790390259,1790483151.993,1080,socks5,62.245.48.172:1080,True,7606.0600280762,2445,3563,40.695739014647,62.245.48.172
True,1790483151.971,elite,3102.6145653282,1710617782.7413,AS50648 PE UAinet,UAINET-AS,Liuboml,Europe,EU,Ukraine,UA,,False,PE UAinet,51.229,24.0337,False,PE UAinet,True,Volyn,success,Europe/Kyiv,44300,1790025204,1790483151.971,5678,socks4,95.182.78.3:5678,True,229.79760169983,36007,813386,4.239144895237,95.182.78.3
True,1790483057.7493,elite,10454.599332809,1790388353.8501,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,False,Arizona,success,America/Phoenix,85001,1790387366,1790483151.9319,50386,socks5,174.138.161.187:50386,True,6868.4031963348,70,461,13.182674199623,174.138.161.187
True,1790483151.8849,elite,7119.7839804528,1790139884.7211,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790137262,1790483151.8849,8507,socks5,45.74.31.42:8507,True,14218.412637711,642,1578,28.918918918919,45.74.31.42
True,1790483151.8184,elite,8539.9476244926,1789304133.2441,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789907805,1790483151.8184,9375,socks5,45.74.31.30:9375,True,11937.605857849,2368,5146,31.514506254991,45.74.31.30
True,1790483045.0464,elite,5748.3154667748,1790448047.2048,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446428,1790483151.8111,6365,socks5,45.74.31.25:6365,True,9309.6206188202,162,129,55.670103092784,45.74.31.25
True,1790483146.7842,elite,7476.3224373794,1787445706.9622,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790122165,1790483151.7765,5417,socks5,45.74.31.42:5417,True,12285.467863083,2052,10857,15.895886590751,45.74.31.42
True,1790483151.751,transparent,5994.8300848616,1768181488.6495,AS270006 INTEL COMUNICACIONES PERÚ SAC,INTEL COMUNICACIONES PERU SAC,Lima,South America,SA,Peru,PE,,False,INTEL COMUNICACIONES PERÚ SAC,-12.046,-77.0305,False,INTEL COMUNICACIONES PERÚ SAC,True,Lima Province,success,America/Lima,,1789967819,1790483151.751,999,http,187.102.210.138:999,False,7545.725107193,40847,285427,12.519232301685,187.102.210.138
True,1790483037.5541,elite,5865.9919611613,1790449272.4061,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790446418,1790483151.75,8824,socks5,45.74.31.30:8824,True,6618.6139583588,150,136,52.447552447552,45.74.31.30
True,1790483151.1518,elite,9798.4043748064,1770198819.3749,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,,True,Grand Est,success,Europe/Paris,67630,1790162507,1790483151.7403,9050,socks4,109.199.96.116:9050,True,3175.3497123718,142356,379817,27.262229184581,109.199.96.116
True,1790483053.0948,elite,3342.0822082027,1790468772.1727,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790467137,1790483151.7319,5321,socks5,45.74.31.50:5321,True,4502.2847652435,62,54,53.448275862069,45.74.31.50
True,1790483151.7072,elite,6876.9239973167,1789447976.718,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790052070,1790483151.7072,4968,socks5,45.74.31.25:4968,True,2881.1404705048,2483,5642,30.56,45.74.31.25
True,1790483053.1312,elite,7022.2569295039,1790347806.0331,AS30823 aurologic GmbH,AUROLOGIC,Ottobrunn,Europe,EU,Germany,DE,Unterbiberg,False,aurologic GmbH,48.0749,11.6529,False,Mos Operations GmbH,False,Bavaria,success,Europe/Berlin,85521,1790347677,1790483151.6321,1080,socks5,45.135.148.97:1080,True,4794.4610118866,341,644,34.619289340102,45.135.148.97
True,1790467851.1459,elite,2673.9511194655,1776080232.8633,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1789989966,1790483151.6289,4145,socks5,174.75.211.222:4145,True,1052.4265766144,138948,81154,63.128912958537,174.75.211.222
True,1790482994.92,elite,4024.069596082,1790470504.077,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790467137,1790483151.5868,9208,socks5,45.74.31.42:9208,True,2316.4134025574,64,40,61.538461538462,45.74.31.42
True,1790483151.5728,elite,6004.6207110087,1790482236.3231,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1790480443,1790483151.5728,36294,http,131.153.163.123:36294,True,6323.1384754181,3,2,60.0,131.153.163.123
True,1790483151.5335,elite,9168.7954900367,1776579727.0721,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Jakarta,Asia,AS,Indonesia,ID,,True,"Alibaba (US) Technology Co., Ltd.",-6.2114,106.8446,False,Alibaba.com Singapore E-Commerce Private Limited,True,Jakarta,success,Asia/Jakarta,12850,1789887941,1790483151.5335,8118,socks5,8.215.15.163:8118,True,6419.8198318481,1045,98553,1.0492178557802,8.215.15.163
True,1790483007.7578,elite,6107.5817460778,1788087556.4725,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1790166967,1790483151.5264,10041,socks5,45.74.31.30:10041,True,9145.7121372223,930,4008,18.833535844471,45.74.31.30
True,1790400742.5228,anonymous,1204.375418156,1722005672.3679,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,TTSSB-MY,Batu Caves,Asia,AS,Malaysia,MY,,False,ADSL Streamyx Telekom Malaysia,3.238,101.682,False,,True,Selangor,success,Asia/Kuala_Lumpur,68100,1789986193,1790483151.5116,80,http,219.93.101.60:80,False,929.02135848999,395483,57579,87.29114337552,219.93.101.60
